origin,Travel Mangroove Forests,Apartemen Taman Melati,Waduk Setia Budi Timur,Aqua Fun,Jalan Pantai Karnaval Ancol,Key Park ( butterfly and rabbits),National Monument,Komodo Indonesian Fauna Museum and Reptile Park,Antara Gallery of Photo Journalism,Museum Of M. H. Thamrin,Taman Bmw,Museum Kehutanan Manggala Wanabakti,Allianz Eco Park,Al-Bina Mosque,Pancasila Sakti Monument,Taman Dadap Merah,Satriamandala Museum,Formulation of Proclamation Text Museum,Tugu Kunstkring Paleis,Irian Jaya Liberation Monument,National History Museum,Bentara Budaya Jakarta,Grand General Dr. A. H. Nasution Memorial Museum,Mausoleum OG Khouw,Taman Langsat,Proclamation of Independence Monument,Port of Tanjung Priok,National Museum,Museum Bank Indonesia,Taman Kodok Menteng,Palm Bay Water Park,CX WATER PARK,Tabebuya Park,Theater Garuda Taman Bhinneka Tunggal Ika,Jalan Jaksa,Musholla Pasar Malam CNI,Trans Snow World Juanda,Tribeca Park,Taman Maju Bersama,Taman Impian Jaya Ancol,Sea World Ancol,Sion Church,Situ Pamulang,Cibubur Park,Museum Perangko Indonesia,Ruang Pameran Mobil Antik Museum Joang 45,Taman Prasasti Museum,Museum Layang-layang Indonesia,Merdeka Square Jakarta,SS Waterpark TMII,Srengseng City Forest,Putri Duyung Waterpark,Pondok Indah Water Park,Ancol Beach Pool,Bridge of Love Taruma Jaya,Museum of East Timor,Art:1 New Museum,Taman Burung TMII,Taman Spatodhea,Basoeki Abdullah Museum,Museum Telekomunikasi,Universitas Indonesia - Danau Kenanga,East Java Pavilion,Taman Lapangan Banteng,Waterbom Pantai Indah Kapuk,Museum Kebangkitan Nasional,Museum Polri,Taman Ayodya,Waduk Pluit,Children Zoo,Taman Dukuh,Taman Wisata Alam Mangrove Angke Kapuk,Schmutzer Primate Center,Benteng Heritage Museum,Taman Menteng,Onrust Island,Muara Angke Wildlife Refuge,Church of Maria Bunda Karmel,Masjid Agung At Tin,Ants sculpture JGC,Museum Olahraga TMII,Taman Rusa Kemang Pratama,Parks Agro Tourism Cilangkap,Taman Pandang Istana,Sangga Buana,Kastil Batavia,Atlantis Water Adventure,Tugu Tani,Taman Buaya Tanjung Pasir,Pasar Seni,Nurul Iman Mosque Blok M Square,GREEN LAKE VIEW WATERPARK,Taman Suropati,Yerushalayim Bible Artefacts Museum,Hutan Kota Patriot Bina Bangsa Kota Bekasi,GO! Splash waterpark,Taman O,Kosan Muslimah Taman Cempaka,Museum of Fine Art and Ceramics,Museum of Textile,Waterpark Transera,Ragunan Zoo,Hutan Kota GBK,Setu Asih Pulo,Salihara Arts Center,Monas Dancing Fountain,Monumen Patung Dirgantara,Central Java Pavilion,Museum Sumpah Pemuda,Taman Potret,Setu Pedongkelan,Ocean Dream Samudra - Ancol,COMO Park,Eldorado Waterpark Legenda Wisata,Situ Gede Tangerang,Taman Swakarsa,Taman Gajah Tunggal,Taman Wisata Pasir Putih,Taman Mini Indonesia Indah,Taman Tangkuban Perahu,SnowBay Waterpark TMII,Dharma Bhakti Temple,Merdeka Palace,Venetian Water Carnaval,Taman Pemuda Pratama,skyrink Jakarta - Mall Taman Anggrek,Wayang Museum,Pondok Zidane,Sirkus Indoor Waterpark,Pelabuhan Perikanan Samudera Nizam Zachman,Taman Lembah Gurame,Taman Gunung Balong,Jakarta History Museum,Dunia Serangga,Pulau Bidadari,Kampung Main Cipulir,Curug Parigi,Sasmita Loka Ahmad Yani Museum,Taman Waduk Pluit,Taman Kota "Cattleya",Jakarta Planetarium,Masjid Al-Bakrie Taman Rasuna Jakarta,IMAGISPACE,Kidzania Jakarta,Setu Babakan,Taman Ria Atmaja,Playparq Kemang,Arina WaterPark,Museum Reksa Artha,Bartele Gallery,Taman Sepat,GONDOLA ANCOL STASIUN C,Dinosaur Adventure,Aditya Jaya Temple,Museum Pusaka,Danau Hutan Kota Kemayoran,Bayt Al Quran dan Museum Istiqlal,Taman Budaya Tionghoa,Danau Sunter Barat,Museum Keprajuritan Indonesia,Planetarium skyworld tmii,HUTAN KOTA WADUK CINCIN,Pasar Barang Antik,Indonesia Museum,Purna Bhakti Pertiwi Museum,Galeria Sophilia,Depok Fantasi Waterpark - Aladdin,JPG MTB PARK (MTB MEETING POINT) Jalur Pipa Gas MTB Community,Pesona Aquarium Kebagusan,Jakarta Cathedral,Taman Situ Lembang,Museum MACAN (Modern and Contemporary Art in Nusantara),Mangrove Ecotourism Centre PIK,Jakarta Bahari Museum,Pura Agung Tirta Bhuana Bekasi,National Gallery of Indonesia,Dunia Fantasi,Museum Listrik & Energi Baru TMII,Akili Museum of Art,Sarmiento Parakantja Timber,Jalan Gedung Kesenian,Taman Puring Market,Nofri kasur,Marunda Beach,Museum Transportasi,Pusat Peragaan Iptek - Kemenristekdikti,Kandank Jurank Doank,Taman Elektrik,Taman Ismail Marzuki,Dia.lo.gue,Boen Tek Bio Chinese Temple,Air Mancur Waduk Grogol,Istiqlal Mosque,Trans Studio Theme Park Cibubur,Taman Herbal Insani,UI Park,Museum Mandiri,Akses Hutan Lindung Angke Kapuk,Selamat Datang Monument,Jakarta,Pusat Kebudayaan Belanda Erasmus Huis,Museum Tragedi 12 Mei 1998 Universitas Trisakti
Museum of East Timor,3223948,3200621,3194777,3203053,3204378,3219364,3197579,3189287,3197248,3193125,3198508,3193691,3203634,3194325,3183211,3196044,3189705,3193829,3195458,3196172,4441480,3194524,3194402,3194324,3194978,3192655,3199271,3196727,3203775,3196949,3212134,3188948,3200087,3188304,3197046,3203952,3169472,3197132,3187018,3203700,3203330,3206235,3205869,3195319,3188944,3195692,3197798,3198324,3197014,3188475,3198667,3213127,3201492,3203512,3201719,0,3200014,3184809,3195829,3196793,3187250,3199740,2438886,3196175,3207556,3195079,3193806,3195425,3205225,3194698,3190234,3210099,3196509,3220987,3195405,3219870,3208555,3201134,3190090,3188837,3187105,3174009,3189599,3199234,2560503,3206104,3203529,3195167,3227287,4796275,3194942,3201091,3196010,3198819,3173159,3181796,3194018,3187286,3204753,3195605,3183449,3194581,3193848,3210442,3197000,3197039,3186643,3188778,3193770,3218884,3194717,3202822,3196211,3204725,3220596,3179247,3219116,3213149,3186994,3192338,3187169,3203866,3641329,3172777,3206236,3197424,3204076,3214562,3180132,3208025,3208076,3198447,3204044,3189305,3219870,3199259,3185057,3194026,3205651,3196019,3195497,3190492,3199157,3191630,3200232,3188814,3191806,3212825,3196734,3194653,3192934,3203224,3189155,3191507,3189278,3198661,3190405,3189142,3195508,3189256,3187743,3199272,3194269,3187154,3186451,3197371,3207096,3217405,3194990,3196465,3194384,3201020,3206721,3205557,3177138,3196740,3204164,3188907,3202783,2751445,3196638,3195090,-1,3196237,3188804,3188985,3211656,3218787,3195835,3196550,3220917,3201050,3196588,3194099,3219153,3199967,3203726,3212226,3194703,3193302,3188956,3198022
Art:1 New Museum,31474,43937,10653,4404,5462,40376,6753,31522,6103,8884,5329,19091,4985,21872,30645,39361,24031,9843,8313,5195,1253518,19917,9250,18473,24746,9627,11310,8614,4643,9865,23707,32880,34974,30540,9307,24463,40957,15364,33145,3297,4681,4166,43861,38457,31179,7773,7607,33175,7399,30711,21383,48015,26328,4863,24683,3104132,0,30648,39146,38653,29508,43057,792194,5827,15081,7170,23573,25192,9575,38015,29571,17625,39826,32393,9269,27396,16081,19475,28307,22408,29363,38333,36396,7066,1605408,9013,4880,7156,34813,1608313,24710,44229,9519,11058,37483,31286,37335,34139,5622,10536,21334,37898,22576,45330,30508,7425,24928,31014,9529,39896,38034,4174,27534,47863,33451,28381,40128,48037,28527,11789,29404,5373,1728025,44263,49375,15657,4945,49450,39132,12046,51215,33299,4912,31540,27396,24652,44058,10374,10819,20241,8319,12098,24549,21398,43549,31050,26294,54374,31585,9814,36251,4575,31390,11807,31514,3877,28623,31377,4319,31491,29564,6047,9535,29390,28686,1570,50234,46490,38307,5320,9705,19361,14247,8466,32395,6514,3761,31142,26599,1150447,4883,24858,-1,19201,31039,31220,40741,30495,8658,28043,32477,11956,5443,37238,57144,43284,4594,19752,9634,10274,23241,10265
Taman Burung TMII,52882,19943,21081,29365,30690,45599,23883,3876,23560,19437,24820,19995,29946,20629,2819,15367,16009,20852,21562,22484,1272484,20828,20706,20628,21282,18967,30275,23031,30078,21367,37904,8267,19409,2893,23349,30256,21344,23435,5138,30011,29642,32994,25192,14641,3532,22004,24102,17647,23317,3064,29860,32450,20815,29824,43070,3088013,26326,0,15152,16116,3288,19063,776074,22487,33859,21391,20109,21073,31529,14021,5984,39762,15832,47223,21709,48804,34859,27438,2891,30188,6424,16687,7200,23830,1589288,32408,29841,21479,56221,1627279,21246,20413,22314,25131,17869,32026,10983,4943,31057,21909,32230,13903,20152,29765,16322,23343,12947,3367,20082,45120,14040,29134,15534,24047,46831,12158,45351,32472,549,18641,3613,30170,1711905,24649,25558,23728,30380,33884,10017,34329,27399,17770,30347,3894,48804,27386,15191,20330,31954,22323,21426,16795,23181,17934,19555,3403,16774,32148,16057,20956,12256,29536,3744,17819,3867,24973,2591,3730,21820,3844,2160,25584,20581,2734,2818,23683,26418,36728,14313,22777,20696,27324,33025,31861,18490,23052,30476,3495,29087,1134327,22950,21394,-1,37588,3392,3574,30978,44557,21764,15872,47152,27354,22900,13422,38475,19290,30029,41889,21007,19614,15260,24326
Taman Spatodhea,44139,9650,16738,37833,39158,36856,21221,14857,19738,17530,33288,17333,32812,17967,16960,1302,11662,15790,17419,19156,1280952,19057,16363,17966,14541,15840,38744,20369,27417,16730,29161,14725,2240,13874,17952,22859,33952,20774,15491,31190,38110,29877,16448,20984,14514,18097,21440,6365,20656,14045,21117,17279,12072,38292,52063,3097005,33511,16230,0,7371,12820,8770,785067,19159,33009,18653,13341,14011,28867,4336,11743,31019,3577,38479,15998,40061,34464,24776,14615,39180,12675,25679,18742,19381,1598280,29746,33319,17828,47478,1635747,13969,15086,15792,33600,30478,44634,12513,16484,28395,19247,41222,1248,15691,14594,6294,20681,10284,14348,18175,36376,9170,37602,6791,30390,38088,29591,36608,16561,12564,15979,12739,27508,1720897,37258,7377,21066,27718,17974,19009,31667,9814,7816,27686,14875,40061,18643,24183,15987,29293,19661,17458,14132,14438,15272,4911,14384,8031,23405,7312,18295,2548,38004,14725,26287,14848,36375,14931,14712,30288,14826,13313,34052,16461,12724,12021,32151,14653,27984,5564,20211,16460,23469,33617,29199,27482,19846,32054,14477,28066,1143319,19773,14847,-1,46581,14374,14555,22235,35814,17796,7129,38409,24692,19077,19765,29732,8997,27368,33146,18345,15710,10922,21664
Basoeki Abdullah Museum,38722,18558,15077,38418,39743,31439,15866,15442,17805,17300,33873,12151,30174,9122,17545,11507,10702,14834,15488,17296,1281537,12245,14432,14133,5906,16715,39329,15014,24779,15236,23744,15311,7877,14460,15333,17442,34537,24417,16076,28552,38695,27239,11037,21569,15099,16236,16085,3507,15301,14631,15700,20918,4477,38877,52648,3097590,30874,16815,9759,0,13405,17677,785652,17299,27592,16793,6751,5377,26229,5943,12328,25602,6228,33062,13693,34644,29047,16169,15200,39766,13260,26264,19327,17521,1598865,27109,30681,15619,42061,1636332,5467,27341,14297,34185,31063,45220,16555,17069,25758,15414,41807,5806,9101,18233,6771,15326,11278,14934,17945,30959,18077,38188,5056,30975,32671,30176,31191,20940,13149,14508,13324,18995,1721482,37843,12986,24710,25081,22353,19595,29029,15885,3630,25048,15460,34644,9788,24769,15031,26655,17023,15527,13538,7625,9384,14279,14970,6296,17993,1917,12940,8396,38589,15310,26872,15434,33738,15516,15297,30874,15411,13898,34637,15416,13310,12606,32736,23560,22567,6235,18278,15016,14519,28200,26562,28067,17986,29417,15062,22649,1143904,17840,6301,-1,47166,14959,15140,16818,30397,15866,4309,32992,22055,17217,20350,24321,17904,24730,27729,12991,16585,9961,19027
Museum Telekomunikasi,50796,17857,22260,30544,31869,43513,25062,2552,24740,20616,25999,21174,31125,21808,7191,13281,17188,22031,22741,23664,1273663,22007,21885,21807,21884,20146,31455,24210,31258,22546,35818,4931,17323,1569,24529,29516,22731,24615,4063,31191,30821,34173,23105,12555,2209,23183,25281,15561,24497,1740,27774,30364,18729,31003,40841,3085783,27505,4990,13066,14029,0,16976,773845,23667,39666,22570,21288,18987,32708,11935,5088,37676,13746,45137,22888,46718,36038,28617,5643,27959,225,14458,6645,25010,1587059,33587,31020,22659,54135,1628458,19078,18327,23493,26311,19257,33413,9317,4375,32236,23088,30001,11817,21331,27679,14236,24522,14126,2043,21261,43033,10809,30314,13448,21961,44745,18370,43265,30385,752,19821,434,31349,1709676,26036,23472,24907,31559,31798,7788,35508,25313,15684,31527,2570,46718,25300,12962,21509,33134,23502,22605,17974,21095,19113,17469,2079,14687,30062,13971,22136,10170,30715,2420,18998,2543,26152,5959,2407,22999,2521,1008,26763,21760,419,263,24862,24332,34641,12226,23956,21875,28503,34204,33040,16261,24231,31655,2172,30266,1132098,24129,22573,-1,35359,2069,2250,28892,42471,22943,13786,45066,28533,24079,11336,36389,17204,31209,39803,22186,20793,16439,25505
Universitas Indonesia - Danau Kenanga,50200,7856,22748,38043,39367,42917,25541,20907,27479,21850,41403,21653,37131,22286,29034,6648,17676,20936,21827,26970,1281440,22485,22373,22285,21288,20159,39232,24688,31736,21633,35222,12953,7597,19925,25007,28920,37640,25093,15568,35509,38017,34196,22510,17086,20564,25911,25759,14965,24975,20096,27178,18822,18133,38501,58113,3103055,37831,22280,6357,13434,18870,0,791117,26973,39070,26467,20295,18391,33186,11323,17793,37080,9668,44541,23367,46122,40525,29095,26690,45231,18725,31729,14478,27195,1604330,34065,37638,22315,53539,1636235,18482,13291,20857,34088,34166,48322,10719,22534,32714,23566,47272,7576,21809,16137,11986,25000,14603,20398,22495,42438,7375,37812,12852,28036,44149,28454,42669,16744,18614,20298,18789,31828,1726947,40945,8948,25385,32037,18157,25060,35986,10820,15088,32005,20925,46122,24704,29633,20498,33612,23980,21866,18452,20499,19591,4799,20435,14092,29466,13375,22614,8271,37911,20775,26775,20899,40694,27005,20762,30777,20876,19363,34540,20780,18775,18071,32639,12858,34046,11614,27952,20780,29530,39678,33519,33532,27660,36373,20527,34127,1149369,27515,21632,-1,52631,20424,20605,28296,41875,22205,13190,44470,29012,26891,17411,23691,4550,31687,39207,22665,20029,16927,25984
East Java Pavilion,810698,787370,781527,789803,791128,806114,784329,776037,783998,779875,785258,780441,790384,781075,769961,782794,776455,780579,782208,782922,2028229,781274,781152,781074,781728,779404,786021,783477,790524,783698,798884,775698,786836,775054,783795,790702,756222,783881,773767,790449,790080,792984,792619,782068,775693,782441,784548,785074,783763,775225,785416,799877,788242,790261,788469,2340639,786763,771558,782579,783543,774000,786490,0,782925,794305,781829,780555,782174,791975,781448,776984,796849,783259,807737,782155,806620,795305,787884,776839,775586,773855,760759,776349,785983,968328,792854,790278,781917,814037,2383024,781692,787840,782760,785569,759909,768546,780768,774035,791503,782355,770198,781331,780598,797192,783750,783789,773393,775528,780520,805634,781467,789572,782961,791474,807345,765997,805865,799899,773744,779087,773918,790616,1312639,759527,792986,784174,790826,801312,766882,794775,794826,785197,790793,776055,806620,786009,771807,780776,792400,782769,782247,777241,785906,778380,786982,775564,778556,799575,783484,781402,779684,789974,775905,778257,776028,785411,777155,775891,782258,776005,774492,786022,781019,773904,773200,784120,793846,804155,781740,783215,781133,787769,793471,792307,763888,783490,790914,775657,789533,733547,783388,781840,-1,782987,775553,775735,798405,805537,782585,783299,807667,787800,783338,780849,805902,786717,790475,798976,781453,780052,775706,784772
Taman Lapangan Banteng,35217,35418,6094,7766,9205,28795,2194,23003,1545,4480,7188,8565,6550,11825,22125,30842,11776,5284,3754,0,1257262,9390,4691,6937,12299,5223,15054,4055,5748,5306,21565,24360,22528,22020,4748,13383,32438,6487,24626,5327,8043,6197,32380,29938,22659,3214,3048,20729,2840,22191,12473,35568,16187,8225,28217,3095613,4171,22128,30626,19198,20989,34537,783675,0,18825,2669,11127,12746,10407,20786,21052,21369,22492,30419,4710,31140,19824,10565,19788,19880,20844,29814,27877,2507,1596888,7164,6910,2597,38557,1612057,12264,35710,4960,12620,28964,43120,28816,25619,6727,5977,21229,20649,11169,32883,15401,2866,9821,22494,5125,28315,29515,7535,15278,39344,30027,17752,28547,35590,20008,7385,20884,5224,1719505,35743,27636,6780,6050,37003,28145,12879,42695,20852,6017,23021,31140,15899,33319,5815,11652,10176,3761,7695,14408,8951,35030,22530,14039,42893,19139,5255,27731,7937,22871,9140,22994,6964,20103,22857,6179,22971,21045,8649,4976,20870,20167,3182,41715,35010,21077,761,5146,10451,17991,9299,26185,1955,5792,22623,12214,1141927,1580,12412,-1,22735,22519,22701,29260,23883,4099,15787,30348,7816,884,28718,45664,34764,5699,23496,5075,5870,10985,6382
Waterbom Pantai Indah Kapuk,23210,41849,24173,16042,17367,26807,19492,37182,18948,21728,19402,17742,15131,20523,36305,34799,22682,24009,20841,18039,1265410,18568,23529,17125,21504,31123,23202,18945,12464,24332,10138,38602,31172,36199,19398,10894,46510,18659,39368,13508,16017,13899,30292,44117,36839,20302,18992,27169,18927,36370,16950,44212,23024,16501,38520,3109685,15830,40107,33053,25084,35168,40969,797747,18671,0,20858,22224,21645,7712,29235,35620,1619,30942,18824,22789,19132,2912,18031,33967,36245,35023,43886,42619,17597,1610961,12065,15637,19685,28184,1620205,23361,49889,23393,22850,43036,45123,39847,40361,12418,18406,45792,29098,21227,41527,30063,18952,23579,36673,21528,26327,41369,15811,29263,53523,19882,37325,26559,44234,34187,20994,35064,13090,1733578,49816,36280,18951,12279,45647,42886,9569,39179,27292,12733,37200,19132,19342,48060,21028,6749,18893,20848,27309,21245,20049,37574,36709,30503,40805,25579,22036,31688,15911,37050,29746,37173,18694,34283,37037,20749,37151,35224,19194,24512,35049,34346,19917,46852,32921,29527,18165,24112,16425,2065,11518,38588,19358,14373,36802,13030,1156000,17727,20746,-1,33038,36699,36880,27172,16926,21187,29601,18908,12216,18287,42898,43575,41196,12415,1594,22087,23223,21892,19532
Museum Kebangkitan Nasional,36103,36711,4208,9034,10091,30149,1662,24296,3512,3693,8126,9177,7488,9812,23418,32135,9762,3398,1868,1611,1258148,10010,2805,6194,10286,6161,15939,2933,7130,3420,22919,25653,20515,23313,3306,14737,33731,7841,25919,6265,9311,7135,26272,31231,23952,1328,3696,18715,3488,23484,13827,33555,14173,9492,27487,3096906,5109,23421,22396,17184,22282,35830,784968,1614,19711,0,9113,10733,14204,16021,22345,22254,20479,31772,2824,32025,20710,11919,21081,19150,22137,31107,29170,3155,1598181,8546,9509,804,39442,1612943,10250,37003,3074,11890,30257,34090,30109,26912,8109,5234,20499,15884,9156,30870,14172,3514,10668,23787,2018,29669,30808,8803,12373,40637,31381,21154,29901,33577,21301,4051,22177,6606,1720798,37036,25623,8134,7432,34990,29438,16675,28522,18839,7399,24314,32025,13886,34612,3929,15448,11516,1875,5679,12395,6938,36323,23823,11134,33228,17126,4133,29024,9205,24164,10077,24287,8507,21396,24150,7246,24264,22338,9587,3090,22163,21460,4120,43008,36364,16313,2554,3260,11805,18876,13095,25808,2179,6730,23916,13568,1143220,2727,10398,-1,22005,23812,23994,30614,25265,2213,12875,31702,9198,2851,30011,39555,36057,7081,24381,3954,6808,8116,7764
Museum Polri,36127,22282,8785,22260,23585,31543,9575,19643,11513,11008,25620,5859,21349,3654,18765,14809,5456,8621,9196,11004,1271629,5100,8141,6492,1581,10575,29420,8723,15953,8944,24313,19035,11401,18660,9041,16131,28971,9310,19801,19726,22235,18413,17158,26578,19299,9945,9793,9602,9009,18831,8997,24441,4246,22719,47299,3092146,22048,18769,13282,8071,17629,21402,780208,11007,19735,10501,0,1663,17404,9659,16053,22278,11365,33166,7401,32049,20734,13313,16428,34417,17484,26347,23052,11229,1593422,18283,21856,9328,39466,1626424,1521,32350,8006,25419,25497,39654,20280,20794,16932,7773,36458,9522,2809,21756,10486,9034,6033,19134,11653,31063,21802,22029,5787,35984,32775,19785,31295,24463,16648,8216,17525,12704,1716039,32277,16509,9603,16255,25876,23319,20204,19408,9725,16222,19661,32049,5218,28493,8250,17830,8198,9236,8293,3727,2346,17803,19170,4639,24114,8012,6648,12121,22129,19511,18107,19634,24912,16743,19497,22108,19611,17685,25412,9124,17510,16807,13869,25600,22232,9950,11986,8724,10236,18900,17736,21048,11694,20591,19263,14962,1138460,11549,1731,-1,41817,19159,19341,16482,30966,9574,5040,33096,13229,10925,25358,30442,21629,15904,24405,6699,10445,4716,10201
Taman Ayodya,36504,22580,9162,22637,23962,28393,9951,19726,11890,11385,25997,6236,21725,3963,18848,15107,5540,8998,9573,11381,1272005,7235,8518,6869,609,10952,29797,9099,16330,9321,20697,19333,11699,18743,9418,16507,29054,9687,20098,20103,22611,18790,14139,26661,19382,10321,10170,9900,9386,18915,8271,24739,2577,23095,47382,3092229,22425,20838,13580,8369,17712,21700,780291,11384,20111,10878,1300,0,17781,9957,16351,22655,11663,30016,7778,32426,21111,11159,16511,34500,17567,26430,23349,11606,1593505,18660,22232,9704,39843,1626800,657,32433,8382,25502,25580,39736,20578,21092,17309,8150,36542,9820,3186,22054,10784,9411,6116,19217,12030,27913,22100,22406,6085,36067,29624,19868,28144,24761,16731,8593,17608,13080,1716122,32360,16807,9980,16632,26174,23617,20581,19706,10023,16599,19744,32426,4492,28791,8627,18206,8575,9612,8376,1682,3704,18101,19254,4937,21095,8310,7025,12419,22505,19594,18190,19717,25289,16826,19581,22191,19694,17768,25788,9501,17593,16890,14246,25898,21505,10248,12363,9101,9509,19277,18113,22802,12071,20968,19346,12635,1138543,11926,1004,-1,41900,19242,19424,15756,27350,9951,5337,29946,13606,11302,25442,27423,21927,16281,24782,7076,10822,4799,10578
Waduk Pluit,24020,34107,18148,7696,9020,32922,8457,31157,8909,13382,11056,11717,6784,14498,30280,38996,16658,17984,14817,9256,1257064,12543,17504,11100,17372,22776,14855,9413,4028,18307,16253,32515,27601,30174,13373,17009,40486,8979,27332,5162,7670,4698,36407,38092,30814,14277,9067,25802,8199,30345,14998,40641,18954,8154,30173,3103660,7484,30283,29482,31199,29143,33226,791722,9499,6133,14394,16199,17819,0,25859,29206,10171,27565,24939,16764,19942,5109,13090,27942,27898,28998,37861,36031,7865,1604936,2736,7291,13660,27359,1611859,17336,43864,17369,14504,37011,36776,36970,33773,3334,12381,37445,25722,15202,37956,23135,8224,17554,30648,14027,32442,37669,7465,20160,47498,25997,31300,32674,40663,28162,14969,29039,6207,1727553,43791,32709,9271,3195,42076,36299,4303,35608,25925,3243,31175,19942,25457,43443,15003,1668,12868,14824,21284,17175,14024,33719,30685,18921,46920,24212,16011,35886,7564,31025,21399,31149,10347,28258,31012,12403,31126,29199,10847,18487,29024,28321,11570,49869,39036,26150,9382,18087,12976,5706,2189,35842,10186,6026,30777,19145,1149975,8945,17484,-1,24691,30674,30855,33287,23041,15162,20669,25023,5570,9505,36873,49690,33453,3979,7016,16062,23424,15867,9852
Children Zoo,41778,15707,14392,35565,36889,34495,15542,12589,17391,25636,31019,13310,28789,13946,14691,4337,9315,13444,15073,16809,1278684,16697,14017,13943,12866,25166,36475,16348,23393,14384,26800,12457,3730,11606,15605,20498,31684,16750,13222,27166,35842,25853,14088,18715,12245,15750,17419,6542,16635,11777,18756,21342,9711,36023,49794,3094736,32525,13961,3404,5011,10551,14826,782798,16812,30649,16307,9692,9968,24844,0,9475,28658,1384,36119,13652,37700,32103,23498,12346,36912,10406,23411,16473,17035,1596012,25723,36040,15481,45117,1633479,10059,24487,13445,31331,28209,42366,12628,14215,24372,15224,38954,158,12043,18657,3947,16660,10508,12080,26281,34016,15226,35334,4431,28122,35727,27322,34247,21363,10295,13763,10470,20329,1718629,34989,13409,17043,23695,22776,16741,27644,12396,6665,23662,12607,37700,16283,21915,13641,25269,15638,15112,12148,12077,11251,8049,12116,5670,21044,4952,13433,4720,35736,12457,24018,12580,32352,12662,12443,28020,12557,11044,31783,14962,10456,9752,29882,20709,25624,587,17864,14632,21108,31256,25176,25214,17499,28031,12208,25705,1141051,17427,13210,-1,44312,12105,12287,19874,33453,15450,4769,36048,20669,16731,17496,27371,15054,23344,30785,14324,15933,8575,17641
Taman Dukuh,49256,14429,20085,28370,29694,44672,22888,5411,22565,18441,23824,19000,28950,19633,6033,9853,15014,19856,20566,21489,1271489,19833,19711,19632,20287,17971,29280,22035,29083,20372,35013,5279,16519,4428,22354,29260,24545,22440,6064,29016,28647,31998,22301,11700,5067,21008,23106,14756,22322,4599,26970,29559,17925,28828,42655,3087597,25330,6803,9638,13225,3374,13548,775659,21492,32864,20396,19114,20733,30533,8507,0,35408,12941,46296,20714,45179,33864,26442,3689,29773,3229,16272,8646,22835,1588873,31413,28845,20484,52596,1626284,20251,17472,21319,24136,21070,35227,7718,6189,30061,20913,31815,8389,19157,26874,9528,22347,11951,4902,19087,44193,8417,28139,12643,21106,45904,16410,44424,30382,3118,17646,3292,29175,1711490,27850,22618,22732,29384,31795,9602,33333,24458,14879,29352,5429,45179,24496,14776,19335,30959,21327,20431,15800,20290,16939,14041,4938,13883,29257,13166,19961,6742,28541,5279,16824,5402,23978,4004,5265,20825,5379,3866,24589,19585,3278,2574,22687,23477,33837,8798,21782,19700,26328,32030,30866,18075,22057,29481,5031,28091,1133912,21955,20399,-1,37173,4927,5109,28088,41667,20769,12982,46225,26359,21904,10481,35585,13775,29034,37535,20012,18619,14264,23331
Taman Wisata Alam Mangrove Angke Kapuk,14103,41516,23839,15708,17033,26473,19158,36848,18614,21394,19068,17409,14797,20189,35971,34465,22349,23675,20508,17705,1265077,18234,23195,16791,21170,30789,22868,18611,12130,23998,9804,38269,30838,35866,19064,10560,46177,18325,39034,13175,15683,13565,29958,43783,36505,19968,18659,26835,18593,36037,16616,43878,22690,16167,38186,3109352,15496,39773,32719,24750,34834,40635,797413,18338,2921,20524,21891,21312,9880,28901,35286,0,30608,18491,22455,10025,4376,17697,33633,35911,34689,43552,42285,17263,1610627,11731,15304,19351,17442,1619872,23028,49555,23060,22517,42702,44789,39514,40027,12084,18072,45458,28764,20893,41194,29729,18618,23246,36340,21195,25994,41035,15478,28929,53189,19548,36991,26225,43900,33853,20660,34730,12756,1733244,49482,35946,18617,11946,45313,42553,11033,38846,26958,12399,36866,10025,19008,47727,20694,8212,18559,20515,26975,20911,19715,37240,36376,30169,40471,25245,21702,31355,15577,36716,29412,36840,18360,33949,36703,20416,36817,34890,18860,24178,34716,34012,19583,46518,32587,29193,17831,23778,16091,3529,11184,38254,19025,14039,36468,12696,1155666,17394,20412,-1,32704,36365,36546,26838,16593,20853,29268,18575,11882,17954,42564,43242,40862,12081,3058,21753,22889,21558,19198
